"","lhs","op","rhs","est.std","pvalue","ci.lower","ci.upper","model.r","additional.r","pvalue_adj"
"704","brain_latent_gFA","~","brain_latent_atrophy",0.116876905905109,0,0.0953757597885269,0.13837805202169,0.0728119526678035,0.0089384412502822,0
"708","brain_latent_gFA","~","brain_latent_gMD",-0.499163268668506,0,-0.512612742561208,-0.485713794775804,0.285336774597583,0.221463263180061,0
"715","brain_latent_gFA","~","brain_latent_pc1",0.725982443571795,0,0.717227456846491,0.734737430297099,0.52161528666567,0.457741775248148,0
"719","brain_latent_gFA","~","brain_latent_pc2",0.624827058805466,0,0.61483373692134,0.634820380689591,0.435434714903127,0.371561203485605,0
"723","brain_latent_gFA","~","brain_latent_pc3",-0.0504249949715932,5.46706371507e-07,-0.070155119283802,-0.0306948706593845,0.0660789787081266,0.00220546729060533,8.58091304843595e-07
"727","brain_latent_gFA","~","heart_latent_cc1",-0.0670967829043223,6.00548499818387e-11,-0.0871938637514956,-0.046999702057149,0.0674474609886025,0.00357394957108126,1.07325746749722e-10
"731","brain_latent_gFA","~","heart_latent_cc2",0.0450442325523662,5.9523988886756e-06,0.0255469604485773,0.0645415046561552,0.0657232345933121,0.0018497231757908,8.80662294595038e-06
"735","brain_latent_gFA","~","heart_latent_cc3",0.064240117908455,1.63840052636033e-11,0.0455457089614694,0.0829345268554406,0.0676429633562332,0.00376945193871192,2.95731295008039e-11
"739","brain_latent_gFA","~","brain_latent_cc1",-0.00549763014902648,0.683661890497426,-0.0319415977718146,0.0209463374737617,0.06413858697868,0.000265075561158734,0.703140778622039
"743","brain_latent_gFA","~","brain_latent_cc2",0.187535079670875,0,0.166665979701638,0.208404179640111,0.0870126877256051,0.0231391763080838,0
"747","brain_latent_gFA","~","brain_latent_cc3",0.209454029899414,0,0.191844975123764,0.227063084675064,0.102624500362353,0.0387509889448315,0
"751","brain_latent_pc1","~","cardio_latent_agg",-0.0465029070418759,3.0669659545346e-07,-0.0643069612110417,-0.0286988528727101,0.133873735846214,0.00194826354066313,4.83482405933183e-07
"755","brain_latent_pc1","~","cardio_latent_gvrf",-0.0475836822672433,3.19103766677209e-06,-0.067605111621486,-0.0275622529130005,0.133549443753814,0.00162397144826298,4.88120592247765e-06
"759","brain_latent_pc1","~","cog_latent_g",0.0482275782629691,2.57477348331037e-08,0.0312516460274544,0.0652035104984838,0.134218119892384,0.00229264758683301,4.28337892845642e-08
"763","brain_latent_pc1","~","heart_latent_pc1",-0.0632361842815607,5.6399329650958e-13,-0.0804289172071573,-0.0460434513559642,0.135716064206762,0.00379059190121112,1.04411066687158e-12
"767","brain_latent_pc1","~","heart_latent_pc2",-0.038888884118178,1.84311980768737e-05,-0.0566846192372195,-0.0210931489991365,0.133307994287261,0.00138252198170963,2.60927941402015e-05
"771","brain_latent_pc1","~","heart_latent_pc3",0.0391278311259558,6.49299117161384e-06,0.0221223261432332,0.0561333361086784,0.133451460662761,0.00152598835721018,9.4897563277433e-06
"775","brain_latent_pc1","~","brain_latent_grey",0.0541293608519406,2.19716904448219e-07,0.0336555989049687,0.0746031227989125,0.133920011570387,0.00199453926483628,3.50963727901802e-07
"779","brain_latent_pc1","~","brain_latent_atrophy",0.0206161562593305,0.053535465187817,-0.000313823441471562,0.0415461359601326,0.132251568581906,0.000326096276354937,0.0606020018029544
"783","brain_latent_pc1","~","brain_latent_gMD",-0.941522247461134,0,-0.943825853440398,-0.93921864148187,0.918996300048241,0.78707082774269,0
"787","brain_latent_pc1","~","brain_latent_gFA",0.673344973388896,0,0.664782475235223,0.681907471542569,0.556300637763109,0.424375165457558,0
"794","brain_latent_pc1","~","brain_latent_pc2",0.0124270999269723,0.154743074281838,-0.00468960901259798,0.0295438088665425,0.132128181118053,0.00020270881250195,0.168768126331551
"798","brain_latent_pc1","~","brain_latent_pc3",-0.0617766496844508,1.76443748500787e-10,-0.0807530476649961,-0.0428002517039056,0.134913196324521,0.00298772401896974,3.09204821401865e-10
"802","brain_latent_pc1","~","heart_latent_cc1",-0.101445022123553,0,-0.120691087928451,-0.0821989563186541,0.1395747977494,0.00764932544384911,0
"806","brain_latent_pc1","~","heart_latent_cc2",0.0705450155845725,1.51212375953946e-13,0.0518250221193586,0.0892650090497863,0.135899925521265,0.00397445321571355,2.84310769371743e-13
"810","brain_latent_pc1","~","heart_latent_cc3",0.0970989711175469,0,0.0792020438961593,0.114995898338935,0.140017283923061,0.00809181161751005,0
"814","brain_latent_pc1","~","brain_latent_cc1",-0.0787841284537797,1.17139276056832e-09,-0.104164015304975,-0.0534042416025841,0.134648890229089,0.00272341792353836,2.0136799360246e-09
"818","brain_latent_pc1","~","brain_latent_cc2",0.254255063606316,0,0.234675515689486,0.273834611523146,0.174050579206809,0.0421251069012576,0
"822","brain_latent_pc1","~","brain_latent_cc3",0.333108123627851,0,0.317488427111873,0.348727820143829,0.229354943803721,0.0974294714981697,0
"826","brain_latent_pc2","~","cardio_latent_agg",0.0117845669665001,0.216263972375063,-0.0068946765947763,0.0304638105277765,0.0490439122527422,0.000758740807378477,0.231670134166931
"830","brain_latent_pc2","~","cardio_latent_gvrf",0.0275636336353509,0.0100452686615629,0.00657757167101632,0.0485496955996854,0.0494485708398195,0.00116339939445576,0.0121260291932395
"834","brain_latent_pc2","~","cog_latent_g",0.041893303349245,3.88824781261121e-06,0.0241101978898159,0.0596764088086742,0.0506102122831884,0.0023250408378247,5.77636814959937e-06
"838","brain_latent_pc2","~","heart_latent_pc1",0.00841257481968865,0.361846960076599,-0.00966969611684143,0.0264948457562187,0.0489884802458544,0.000703308800490743,0.378628852418769
"842","brain_latent_pc2","~","heart_latent_pc2",0.0109645154765439,0.249388547358993,-0.00769270559190665,0.0296217365449945,0.0490278083437286,0.000742636898364846,0.265576999045185
"846","brain_latent_pc2","~","heart_latent_pc3",-0.0153272052843929,0.0920066487723672,-0.0331565469778751,0.00250213640908935,0.0491479707250388,0.000862799279675142,0.102830960392646
"850","brain_latent_pc2","~","brain_latent_grey",0.251586329675344,0,0.231229846203117,0.271942813147572,0.0908037415678679,0.0425185701225042,0
"854","brain_latent_pc2","~","brain_latent_atrophy",0.286760388141178,0,0.266278489419206,0.307242286863151,0.101212364041876,0.0529271925965126,0
"858","brain_latent_pc2","~","brain_latent_gMD",0.259648833193404,0,0.242488461672205,0.276809204714603,0.108776575356474,0.0604914039111107,0
"862","brain_latent_pc2","~","brain_latent_gFA",0.634977324241459,0,0.624913821621147,0.64504082686177,0.426263389712183,0.377978218266819,0
"866","brain_latent_pc2","~","brain_latent_pc1",0.0136162235672161,0.154737536196486,-0.00513809627600069,0.0323705434104328,0.0490833144683724,0.000798143023008735,0.168768126331551
"873","brain_latent_pc2","~","brain_latent_pc3",-0.121640245732598,0,-0.141293576411744,-0.101986915053453,0.060289518132183,0.0120043466868193,0
"877","brain_latent_pc2","~","heart_latent_cc1",0.0211936971918983,0.0410972616127134,0.000856894733553545,0.041530499650243,0.0492538121735147,0.000968640728150949,0.0474157211590706
"881","brain_latent_pc2","~","heart_latent_cc2",-0.025830257448921,0.0101042740270485,-0.045512079127057,-0.00614843577078501,0.0494477445627387,0.001162573117375,0.0121260291932395
"885","brain_latent_pc2","~","heart_latent_cc3",-0.0190135443448906,0.048909776931892,-0.0379362066241914,-9.08820655898569e-05,0.0492305105602152,0.000945339114851507,0.0557062334397029
"889","brain_latent_pc2","~","brain_latent_cc1",0.278403348872292,0,0.252860269606211,0.303946428138373,0.0822336481020194,0.0339484766566557,0
"893","brain_latent_pc2","~","brain_latent_cc2",-0.0221546953453298,0.0449465261970197,-0.0438100858248794,-0.000499304865780086,0.0492417985067085,0.000956627061344806,0.0515324833866101
"897","brain_latent_pc2","~","brain_latent_cc3",-0.0570929748437314,1.74608039138491e-09,-0.0756815906323777,-0.0385043590550851,0.0517828453861957,0.003497673940832,2.97327840231109e-09
"901","brain_latent_pc3","~","cardio_latent_agg",-0.0342808202235111,6.14619190049126e-05,-0.0510482397504375,-0.0175134006965847,0.232788920878417,0.00103547001080562,8.43640789383021e-05
"905","brain_latent_pc3","~","cardio_latent_gvrf",-0.0378259340925255,8.37913188833639e-05,-0.0566746544572667,-0.0189772137277843,0.232751471874113,0.000998021006501371,0.000114303864905862
"909","brain_latent_pc3","~","cog_latent_g",0.101177867071342,0,0.0853724679541531,0.11698326618853,0.241605408601864,0.00985195773425263,0
"913","brain_latent_pc3","~","heart_latent_pc1",-0.0347043487205013,2.77241997028721e-05,-0.050932654686245,-0.0184760427547577,0.232885363048772,0.00113191218116104,3.89433311001433e-05
"917","brain_latent_pc3","~","heart_latent_pc2",0.0686844497477414,6.66133814775094e-16,0.0520071089398519,0.0853617905556309,0.23589876336345,0.00414531249583927,1.29986111964221e-15
"921","brain_latent_pc3","~","heart_latent_pc3",0.0198937327632875,0.014940847718429,0.00387317056123039,0.0359142949653447,0.23214056395087,0.000387113083258561,0.0175688795646673
"925","brain_latent_pc3","~","brain_latent_grey",0.662301621352877,0,0.650112875843786,0.674490366861967,0.522001330822111,0.2902478799545,0
"929","brain_latent_pc3","~","brain_latent_atrophy",0.6980365320822,0,0.68606431010543,0.71000875405897,0.541599871022002,0.30984642015439,0
"933","brain_latent_pc3","~","brain_latent_gMD",0.0160690582564754,0.0587714387300688,-0.000595732632333382,0.0327338491452842,0.231989775137376,0.000236324269764832,0.0660949824970556
"937","brain_latent_pc3","~","brain_latent_gFA",-0.0413928093056052,5.51341873711308e-07,-0.0575941071254744,-0.0251915114857359,0.233364023957972,0.00161057309036072,8.61620850258798e-07
"941","brain_latent_pc3","~","brain_latent_pc1",-0.0546753903710372,1.78715486853775e-10,-0.0714755998062369,-0.0378751809358376,0.23435538219637,0.0026019313287583,3.11672902194265e-10
"945","brain_latent_pc3","~","brain_latent_pc2",-0.0982557420548117,0,-0.114163444980185,-0.0823480391294381,0.240942413005061,0.00918896213744946,0
"952","brain_latent_pc3","~","heart_latent_cc1",0.0126301487487043,0.175734732743683,-0.00565237887365146,0.0309126763710601,0.231878233484104,0.000124782616492847,0.189375705544915
"956","brain_latent_pc3","~","heart_latent_cc2",0.0879075854050305,0,0.0703512191957937,0.105463951614267,0.237845432916447,0.00609198204883599,0
"960","brain_latent_pc3","~","heart_latent_cc3",-0.0207683454677515,0.0166786215237176,-0.0377733684811518,-0.00376332245435123,0.232128157467868,0.000374706600256403,0.0194853798383885
"964","brain_latent_pc3","~","brain_latent_cc1",0.594129606678951,0,0.574913641529557,0.613345571828344,0.383467233903915,0.151713783036304,0
"968","brain_latent_pc3","~","brain_latent_cc2",0.279675724710853,0,0.261523376267958,0.297828073153749,0.282662575914634,0.0509091250470228,0
"972","brain_latent_pc3","~","brain_latent_cc3",-0.00181084133782063,0.832359992080786,-0.0185779176782024,0.0149562350025611,0.231763407372694,9.95650508262003e-06,0.841686154457041
"976","heart_latent_cc1","~","cardio_latent_agg",-0.175312215827254,0,-0.191167728914958,-0.15945670273955,0.289026644248521,0.0291160338115746,0
"980","heart_latent_cc1","~","cardio_latent_gvrf",-0.257269721330809,0,-0.274621513990868,-0.239917928670751,0.307971243537748,0.0480606331008013,0
"984","heart_latent_cc1","~","cog_latent_g",-0.00752196151740071,0.347586764500295,-0.023217777817057,0.00817385478225558,0.262185493332198,0.00227488289525146,0.365827469342876
"988","heart_latent_cc1","~","heart_latent_pc1",0.426941114174549,0,0.41459128061146,0.439290947737638,0.432372726537058,0.172462116100111,0
"992","heart_latent_cc1","~","heart_latent_pc2",0.376936371622376,0,0.363227158670824,0.390645584573927,0.386764577991959,0.126853967555012,0
"996","heart_latent_cc1","~","heart_latent_pc3",-0.0824064100523435,0,-0.0979757672212839,-0.0668370528834032,0.268652046577027,0.00874143614008049,0
"1000","heart_latent_cc1","~","brain_latent_grey",0.0336202134223868,0.000491016777989461,0.0147155131247555,0.0525249137200181,0.262878979491598,0.00296836905465103,0.000637757656924139
"1004","heart_latent_cc1","~","brain_latent_atrophy",0.0385907597533247,8.73616668286559e-05,0.0193117284524756,0.0578697910541739,0.263078063422696,0.00316745298574905,0.000118331111829544
"1008","heart_latent_cc1","~","brain_latent_gMD",0.0838063239069565,0,0.0676078260518666,0.100004821762046,0.268366632001007,0.00845602156405989,0
"1012","heart_latent_cc1","~","brain_latent_gFA",-0.05290093184109,6.17796924728964e-11,-0.0687562767066819,-0.0370455869754981,0.264750129595531,0.00483951915858405,1.098643792252e-10
"1016","heart_latent_cc1","~","brain_latent_pc1",-0.086234454004303,0,-0.102611687731263,-0.0698572202773434,0.268585953288866,0.00867534285191918,0
"1020","heart_latent_cc1","~","brain_latent_pc2",0.0164425804394627,0.0411111377362579,0.000663717858341035,0.0322214430205843,0.262388210084892,0.00247759964794492,0.0474157211590706
"1024","heart_latent_cc1","~","brain_latent_pc3",0.0121308464432735,0.175736458054145,-0.00542899591463762,0.0296906888011846,0.262244125657317,0.00233351522036995,0.189375705544915
"1031","heart_latent_cc1","~","heart_latent_cc2",0.0828683025506261,0,0.0656485080852015,0.100088097016051,0.267538331262556,0.00762772082560903,0
"1035","heart_latent_cc1","~","heart_latent_cc3",-0.266203738214281,0,-0.281520933444616,-0.250886542983947,0.322530656155807,0.0626200457188606,0
"1039","heart_latent_cc1","~","brain_latent_cc1",0.00529186118438718,0.658690365629389,-0.0181886460447594,0.0287723684135338,0.262143113389165,0.00223250295221866,0.681340126378922
"1043","heart_latent_cc1","~","brain_latent_cc2",0.044959374430789,3.72442350449198e-06,0.0259115975530609,0.064007151308517,0.263446501091337,0.00353589065439064,5.59532426083004e-06
"1047","heart_latent_cc1","~","brain_latent_cc3",-0.159134306190377,0,-0.1750713090232,-0.143197303357554,0.28435387786272,0.0244432674257734,0
"1051","heart_latent_cc2","~","cardio_latent_agg",-0.358605524419632,0,-0.373110225903969,-0.344100822935296,0.325125465498837,0.114929082984564,0
"1055","heart_latent_cc2","~","cardio_latent_gvrf",-0.519873539705012,0,-0.534385135725582,-0.505361943684442,0.399771830414345,0.189575447900072,0
"1059","heart_latent_cc2","~","cog_latent_g",0.0876274196872571,0,0.0715713023184102,0.103683537056104,0.219974225092782,0.00977784257850955,0
"1063","heart_latent_cc2","~","heart_latent_pc1",-0.131320738258451,0,-0.147423223180947,-0.115218253335956,0.228696080485925,0.0184996979716521,0
"1067","heart_latent_cc2","~","heart_latent_pc2",0.539818915824171,0,0.528343389441522,0.55129444220682,0.468209784188474,0.258013401674201,0
"1071","heart_latent_cc2","~","heart_latent_pc3",0.0611377984468388,1.17461596005342e-13,0.0449878189559635,0.0772877779377141,0.21617905497798,0.00598267246370732,2.22008566271876e-13
"1075","heart_latent_cc2","~","brain_latent_grey",0.156282020688757,0,0.137152576212733,0.175411465164781,0.228750627240445,0.0185542447261718,0
"1079","heart_latent_cc2","~","brain_latent_atrophy",0.121499101665522,0,0.101806530674863,0.141191672656181,0.221976743845564,0.0117803613312916,0
"1083","heart_latent_cc2","~","brain_latent_gMD",-0.0609192782255006,1.19437792989174e-12,-0.0777218988644374,-0.0441166575865638,0.215884570263842,0.00568818774956947,2.18868239944629e-12
"1087","heart_latent_cc2","~","brain_latent_gFA",0.037898558089143,5.98259065265339e-06,0.0214903961729405,0.0543067200053455,0.213933951442245,0.00373756892797228,8.81516418615458e-06
"1091","heart_latent_cc2","~","brain_latent_pc1",0.0639938621225128,1.54098955817972e-13,0.0470066320801555,0.0809810921648701,0.216144477202825,0.00594809468855217,2.8823690699631e-13
"1095","heart_latent_cc2","~","brain_latent_pc2",-0.021385225435128,0.0101106226791277,-0.0376814539554414,-0.00508899691481453,0.213024708058214,0.00282832554394119,0.0121260291932395
"1099","heart_latent_cc2","~","brain_latent_pc3",0.0901012485130965,0,0.0721092189264148,0.108093278099778,0.21882650219664,0.00863011968236738,0
"1103","heart_latent_cc2","~","heart_latent_cc1",0.0884321736631394,0,0.0700621292157254,0.106802218110553,0.218360071603584,0.0081636890893112,0
"1110","heart_latent_cc2","~","heart_latent_cc3",-0.0465659887660383,1.08538403820191e-07,-0.0637479972946263,-0.0293839802374503,0.214437929971016,0.0042415474567431,1.78914903100863e-07
"1114","heart_latent_cc2","~","brain_latent_cc1",-0.0651685792159016,1.30185515034853e-07,-0.0893659874987866,-0.0409711709330166,0.214414986442776,0.00421860392850348,2.1169806724136e-07
"1118","heart_latent_cc2","~","brain_latent_cc2",0.427366167344788,0,0.410704999741266,0.444027334948311,0.331447087315124,0.121250704800851,0
"1122","heart_latent_cc2","~","brain_latent_cc3",-0.141661312252716,0,-0.158239534016011,-0.125083090489422,0.230200326530307,0.0200039440160347,0
"1126","heart_latent_cc3","~","cardio_latent_agg",0.26070174443351,0,0.244368021015744,0.277035467851275,0.207150503067483,0.0601256028250069,0
"1130","heart_latent_cc3","~","cardio_latent_gvrf",0.374630214213306,0,0.357215973236211,0.392044455190402,0.244875967188542,0.0978510669460657,0
"1134","heart_latent_cc3","~","cog_latent_g",-0.0275978201027882,0.00133069505180305,-0.0444523152555437,-0.0107433249500327,0.148406545456695,0.0013816452142188,0.00163952530273346
"1138","heart_latent_cc3","~","heart_latent_pc1",0.00152898312674466,0.861038507572697,-0.0155901931826171,0.0186481594361065,0.147676319899916,0.000651419657439867,0.861038632945093
"1142","heart_latent_cc3","~","heart_latent_pc2",-0.442785080728764,0,-0.456629318384332,-0.428940843073195,0.319656833729328,0.172631933486852,0
"1146","heart_latent_cc3","~","heart_latent_pc3",0.405401857692502,0,0.391878628100878,0.418925087284126,0.305493980947768,0.158469080705292,0
"1150","heart_latent_cc3","~","brain_latent_grey",-0.0672382755692021,7.7827966293853e-11,-0.087498055539248,-0.0469784955991562,0.150665576631622,0.00364067638914589,1.37724979569024e-10
"1154","heart_latent_cc3","~","brain_latent_atrophy",-0.049013707213273,3.49281015021852e-06,-0.0697196976168866,-0.0283077168096594,0.149201736695156,0.00217683645267952,5.29791791692809e-06
"1158","heart_latent_cc3","~","brain_latent_gMD",-0.0884265444682766,0,-0.105826853054147,-0.0710262358824065,0.154616179561586,0.00759127931910963,0
"1162","heart_latent_cc3","~","brain_latent_gFA",0.0585051941031808,1.66120450728613e-11,0.0414746162503093,0.0755357719560523,0.150877501774124,0.00385260153164757,2.98355635388205e-11
"1166","heart_latent_cc3","~","brain_latent_pc1",0.0953435230361645,0,0.0777677604371614,0.112919285635168,0.155564770498989,0.00853987025651204,0
"1170","heart_latent_cc3","~","brain_latent_pc2",-0.0170393489852387,0.0489165540176892,-0.0339977608241791,-8.0937146298303e-05,0.14795019582123,0.000925295578753205,0.0557062334397029
"1174","heart_latent_cc3","~","brain_latent_pc3",-0.0230415108789894,0.0166746553402761,-0.0419071034280844,-0.00417591832989428,0.148082004197473,0.00105710395499603,0.0194853798383885
"1178","heart_latent_cc3","~","heart_latent_cc1",-0.307496810133669,0,-0.3250332827977,-0.289960337469638,0.217442800393927,0.070417900151451,0
"1182","heart_latent_cc3","~","heart_latent_cc2",-0.0504049779808965,1.08099812434759e-07,-0.0690009216785144,-0.0318090342832785,0.149674681159313,0.00264978091683665,1.78914903100863e-07
"1189","heart_latent_cc3","~","brain_latent_cc1",0.0460562768489997,0.000342070196699851,0.0208497494657183,0.0712628042322811,0.148585799394009,0.00156089915153268,0.00045399757723767
"1193","heart_latent_cc3","~","brain_latent_cc2",-0.185184361108,0,-0.205100581450554,-0.165268140765445,0.169991063383487,0.0229661631410101,0
"1197","heart_latent_cc3","~","brain_latent_cc3",0.334930319189577,0,0.319487264198281,0.350373374180873,0.24611601559398,0.0990911153515037,0
"1201","brain_latent_cc1","~","cardio_latent_agg",0.0779317366769047,0,0.0654913584241256,0.0903721149296838,0.57553852199886,0.00533897249535265,0
"1205","brain_latent_cc1","~","cardio_latent_gvrf",0.115717881207836,0,0.101832913509774,0.129602848905898,0.579497809660825,0.00929826015731794,0
"1209","brain_latent_cc1","~","cog_latent_g",0.0616322289802635,0,0.0497299621173947,0.0735344958431323,0.573876789541021,0.00367724003751335,0
"1213","brain_latent_cc1","~","heart_latent_pc1",-0.00929992902205422,0.13370735047781,-0.0214545197706015,0.00285466172649308,0.570304527410022,0.000104977906514314,0.14671232073705
"1217","brain_latent_cc1","~","heart_latent_pc2",-0.0068809955725426,0.282258580663823,-0.0194235529658458,0.00566156182076061,0.570265293070665,6.57435671578277e-05,0.298813336127977
"1221","brain_latent_cc1","~","heart_latent_pc3",0.0209979771082789,0.000591651484608935,0.00901825899435109,0.0329776952222068,0.57064714587164,0.000447596368132741,0.00076009318841219
"1225","brain_latent_cc1","~","brain_latent_grey",0.43096655864052,0,0.419660417863699,0.442272699417342,0.693118684476465,0.122919134972957,0
"1229","brain_latent_cc1","~","brain_latent_atrophy",0.526259604072771,0,0.516126200686515,0.536393007459027,0.746332258943994,0.176132709440487,0
"1233","brain_latent_cc1","~","brain_latent_gMD",0.0625950332590582,0,0.0502035457718847,0.0749865207462317,0.573702336896831,0.00350278739332355,0
"1237","brain_latent_cc1","~","brain_latent_gFA",-0.00252464912129152,0.683663194726691,-0.0146684326820582,0.00961913443947518,0.570229727233133,3.01777296256578e-05,0.703140778622039
"1241","brain_latent_cc1","~","brain_latent_pc1",-0.0390078908563806,1.22181154083023e-09,-0.0515880449685656,-0.0264277367441956,0.571544548684477,0.00134499918096909,2.09039794426404e-09
"1245","brain_latent_cc1","~","brain_latent_pc2",0.125805892874945,0,0.114080302707001,0.137531483042888,0.585276573927275,0.0150770244237679,0
"1249","brain_latent_cc1","~","brain_latent_pc3",0.33237395390839,0,0.320979607118292,0.343768300698487,0.655093045739609,0.0848934962361013,0
"1253","brain_latent_cc1","~","heart_latent_cc1",0.00308227617055205,0.658691701125329,-0.0105941427166083,0.0167586950577124,0.570230761757108,3.12122536001436e-05,0.681340126378922
"1257","brain_latent_cc1","~","heart_latent_cc2",-0.0355696529962536,1.32710444411543e-07,-0.048785654018529,-0.0223536519739781,0.571219982647477,0.0010204331439696,2.1483619028057e-07
"1261","brain_latent_cc1","~","heart_latent_cc3",0.0232233764144687,0.000343816191380908,0.0105085363978574,0.0359382164310801,0.570683441678699,0.00048389217519107,0.000454643388602593
"1268","brain_latent_cc1","~","brain_latent_cc2",-0.0421353466229872,1.32840742850249e-08,-0.0566686767748634,-0.027602016471111,0.571379105978873,0.00117955647536583,2.23048875204371e-08
"1272","brain_latent_cc1","~","brain_latent_cc3",0.0671898580901152,0,0.05473682804387,0.0796428881363605,0.574185422497688,0.00398587299418074,0
"1276","brain_latent_cc2","~","cardio_latent_agg",-0.254368952327993,0,-0.26858243425161,-0.240155470404376,0.40585463428033,0.0566228868887234,0
"1280","brain_latent_cc2","~","cardio_latent_gvrf",-0.347621915573797,0,-0.362941795972368,-0.332302035175226,0.432924556840225,0.0836928094486175,0
"1284","brain_latent_cc2","~","cog_latent_g",0.0971067106427553,0,0.0825562969152608,0.11165712437025,0.358301267935338,0.00906952054373111,0
"1288","brain_latent_cc2","~","heart_latent_pc1",-0.073578214603835,0,-0.0884287825601446,-0.0587276466475254,0.354288961456103,0.00505721406449622,0
"1292","brain_latent_cc2","~","heart_latent_pc2",0.224421589462446,0,0.209955015522288,0.238888163402604,0.393412969741727,0.0441812223501195,0
"1296","brain_latent_cc2","~","heart_latent_pc3",-0.0229091962842579,0.00232030233403746,-0.0376510014251608,-0.00816739114335494,0.349736742753605,0.000504995361998328,0.00283942082233059
"1300","brain_latent_cc2","~","brain_latent_grey",0.430800745001559,0,0.416087836340867,0.445513653662251,0.472033096030955,0.122801348639348,0
"1304","brain_latent_cc2","~","brain_latent_atrophy",0.342194043176983,0,0.325972682779842,0.358415403574124,0.42369308228347,0.0744613348918626,0
"1308","brain_latent_cc2","~","brain_latent_gMD",-0.173111124755407,0,-0.187872202902197,-0.158350046608618,0.375838236107014,0.0266064887154064,0
"1312","brain_latent_cc2","~","brain_latent_gFA",0.130403905691167,0,0.115799878466895,0.145007932915439,0.365147425035761,0.0159156776441544,0
"1316","brain_latent_cc2","~","brain_latent_pc1",0.190619008511335,0,0.175799053582631,0.205438963440038,0.380772700015461,0.0315409526238538,0
"1320","brain_latent_cc2","~","brain_latent_pc2",-0.0151591723012193,0.0449660173595074,-0.0299780468487793,-0.000340297753659234,0.349451272002936,0.000219524611329014,0.0515324833866101
"1324","brain_latent_cc2","~","brain_latent_pc3",0.236910263672081,0,0.221427097509983,0.252393429834179,0.39235128696525,0.0431195395736428,0
"1328","brain_latent_cc2","~","heart_latent_cc1",0.0396521527277717,3.73538267828266e-06,0.0228506560249785,0.0564536494305649,0.350392860547838,0.00116111315623102,5.59532426083004e-06
"1332","brain_latent_cc2","~","heart_latent_cc2",0.353203341776753,0,0.339164277857546,0.36724240569596,0.44746418803344,0.0982324406418325,0
"1336","brain_latent_cc2","~","heart_latent_cc3",-0.141391844615839,0,-0.156669854657509,-0.12611383457417,0.366272118252313,0.0170403708607061,0
"1340","brain_latent_cc2","~","brain_latent_cc1",-0.0638012940186541,1.30837158884844e-08,-0.0857975899615027,-0.0418049980758055,0.350982162138412,0.00175041474680471,2.2071128204406e-08
"1347","brain_latent_cc2","~","brain_latent_cc3",-0.220979603838589,0,-0.235472200891396,-0.206487006785781,0.392085130577884,0.0428533831862768,0
"1351","brain_latent_cc3","~","cardio_latent_agg",0.207018783374779,0,0.189934950754487,0.224102615995071,0.159955674643168,0.037509394170771,0
"1355","brain_latent_cc3","~","cardio_latent_gvrf",0.298304987266003,0,0.279717325802719,0.316892648729286,0.184081512736723,0.0616352322643261,0
"1359","brain_latent_cc3","~","cog_latent_g",-0.0120477315966239,0.167693799391581,-0.0291630033893142,0.00506754019606648,0.122591469072727,0.00014518860032986,0.181794178920002
"1363","brain_latent_cc3","~","heart_latent_pc1",-0.0309078470784412,0.000480493268091076,-0.0482585481981928,-0.0135571459586896,0.123343994704408,0.000897714232011015,0.000630756617385012
"1367","brain_latent_cc3","~","heart_latent_pc2",-0.24720056891153,0,-0.263898211156228,-0.230502926666832,0.17605587921782,0.053609598745423,0
"1371","brain_latent_cc3","~","heart_latent_pc3",0.135795514026548,0,0.119054144622151,0.152536883430946,0.140159512478481,0.0177132320060841,0
"1375","brain_latent_cc3","~","brain_latent_grey",-0.016086796012651,0.126484664596051,-0.0367197961867772,0.00454620416147516,0.122623066108913,0.00017678563651613,0.139649529164931
"1379","brain_latent_cc3","~","brain_latent_atrophy",-0.00416043793047013,0.698498299256244,-0.0252120506922348,0.0168911748312945,0.122462852958135,1.65724857379423e-05,0.714329153337085
"1383","brain_latent_cc3","~","brain_latent_gMD",-0.309988466458577,0,-0.325876647829281,-0.294100285087874,0.207764389378618,0.085318108906221,0
"1387","brain_latent_cc3","~","brain_latent_gFA",0.196400287370273,0,0.179849505474494,0.212951069266052,0.158551372386863,0.0361050919144662,0
"1391","brain_latent_cc3","~","brain_latent_pc1",0.336765119161267,0,0.32099126940643,0.352538968916105,0.220894486215828,0.0984482057434312,0
"1395","brain_latent_cc3","~","brain_latent_pc2",-0.0526790181294281,1.75991243800411e-09,-0.0698341560553658,-0.0355238802034905,0.125091154761745,0.00264487428934768,2.98276239492715e-09
"1399","brain_latent_cc3","~","brain_latent_pc3",-0.00206849650335275,0.832359911582919,-0.0212212633152076,0.0170842703085021,0.122455134191447,8.85371904946197e-06,0.841686154457041
"1403","brain_latent_cc3","~","heart_latent_cc1",-0.189258524472739,0,-0.208138962977417,-0.17037808596806,0.148881409994308,0.0264351295219105,0
"1407","brain_latent_cc3","~","heart_latent_cc2",-0.157877831392306,0,-0.176319169397739,-0.139436493386872,0.142078361563065,0.0196320810906681,0
"1411","brain_latent_cc3","~","heart_latent_cc3",0.344841683134779,0,0.328988989543463,0.360694376726096,0.223806838734393,0.101360558261996,0
"1415","brain_latent_cc3","~","brain_latent_cc1",0.137193098570884,0,0.111852632038792,0.162533565102975,0.130541070681047,0.00809479020865,0
